67,30,2,1,5,0,30,3,1,2,1,6.41,6.4,7,6,6.5,6.14,6.5,5.67,4,4,4,1.5,1.33,1.67,4.33,2.25,2.5,2,2,3,1.8,2.5,2,2,1.67,1.75,4,3.92,3.75,4,4
68,25,1,5,2,3,35,3,2,2,1,3.94,4.6,4,3,4.25,4.43,4,5,2.33,2,2.67,4.58,3.67,5.5,2,4,4,4,5,4,3.6,4.5,4,4.5,2.67,3.5,4,2.31,2.25,3,1.67
68,27,2,1,4,2,90,2,2,2,0,6.18,6,6.67,5.6,6.75,4.86,4.75,5,3.83,3.67,4,3.08,2.17,4,3.33,3,2.5,3.33,4,3,2.4,2.5,2,4,4,3.25,3,2.39,3.5,2,1.67
70,21,2,5,3,1,150,2,1,2,1,6.41,6,7,6.4,6.5,4.57,3.5,6,1.5,2,1,3.25,2,4.5,4,2.25,3.5,5,5,5,4.4,5,3.5,5,1.67,2.5,4.33,2.61,4,1.5,2.33
72,26,1,1,1,0,40,3,2,2,0,5.82,5.8,5.67,6,5.75,5.71,5.75,5.67,3.83,3.67,4,1.83,1.83,1.83,4,2.75,1.5,2.67,1,2.75,1.4,2,2.25,3,1.67,1.75,3.67,3.5,4,2.5,4
74,52,2,5,3,1,95,3,2,2,1,6,5.6,6,6,6.5,6,6,6,3,3.67,2.33,2.5,2.33,2.67,4.67,2.75,2,3.33,3,3.5,2.8,2,2.75,3,3,2.75,3.67,2.78,4,1,3.33
76,32,1,1,3,0,75,3,2,2,1,3.29,3.6,3.33,3.2,3,3.29,3.25,3.33,2.67,2.33,3,2.92,2.5,3.33,3,3.25,2,4,3.5,3,3,4,3.25,4,3.33,3,3.33,2.08,3.25,1,2
79,23,2,1,3,0,120,2,2,2,0,6.24,6.6,5.67,6.4,6,6,5.75,6.33,4,4,4,2.08,2,2.17,3,2.25,1.5,2.67,2,2.75,2,2,2,2,2.33,3,3,3.42,4,2.25,4
80,25,1,1,3,0,100,3,2,2,0,6.76,6.8,6.33,6.8,7,7,7,7,3.67,4,3.33,2.75,2.5,3,4,2.25,2,3,3,3.75,2,3,2.5,3,2.67,2,3,3.31,4,2.25,3.67
81,24,2,2,6,3,40,3,1,2,1,5.29,6.2,3.67,5.2,5.5,4.71,4.5,5,2.67,3,2.33,3.17,3,3.33,4,3,2,3.33,3,3,2.8,2.5,3,3.5,2.33,1.5,3.67,3.56,4.25,2.75,3.67
82,20,2,4,5,2,107,2,1,2,0,4.59,4.8,5,4,4.75,5.86,6,5.67,3.5,4,3,3,3.67,2.33,2.67,2.5,3,3,1.5,2.25,2.4,2.5,1.25,3.5,1.67,3.5,2.67,2.89,4,1,3.67
82,23,2,1,3,3,1,4,2,3,1,5.06,5,6,5.6,3.75,5.71,6.25,5,3.5,4,3,2.75,2.33,3.17,4,2.25,2.5,2.67,2.5,2,1.6,2.5,2.25,4,2.67,1.25,2,4.25,3.25,4.5,5
83,24,2,1,2,2,80,2,3,2,0,6.18,5.8,6,6.8,6,6.86,6.75,7,2,2.33,1.67,3.58,2.83,4.33,4.67,2.5,3,4,4,4.25,3.8,3,2.5,5,3,2.25,1.33,2.06,3.5,1,1.67
85,23,2,1,3,3,100,3,2,1,0,5.53,5,5.67,6,5.5,5.43,5,6,2.67,3,2.33,2.33,2.33,2.33,3.33,4.25,4,4.67,5,4,4,3,3.75,5,3,3.25,3.67,2.22,3,1,2.67
87,30,1,1,3,2,35,2,3,2,0,4.71,5.2,3.67,5,4.5,6,6,6,3.5,4,3,3.08,2.67,3.5,3,1.75,1.5,3,4,2.75,1.4,3,2.5,3,2.33,1.5,3.67,3.17,4,1.5,4
87,23,2,1,2,2,100,3,2,2,1,4.59,4.6,3.33,4.8,5.25,5.43,5.25,5.67,3.83,4,3.67,2.33,2.5,2.17,3,2.5,3,4,2.5,4,2.8,2.5,1.5,1.5,2.67,2.25,2.33,2.53,2.75,1.5,3.33
89,30,1,1,4,1,96,6,1,2,1,5.24,5.6,5,5.4,4.75,5.71,5.5,6,3.33,3.67,3,2.5,2.33,2.67,3.67,2.25,1,3,3.5,3.25,2.4,2.5,2,3,2.67,1.75,3.33,3.61,5,2.5,3.33
99,32,1,1,6,1,10,3,3,2,1,4.06,3.6,3.67,4,5,3.71,3.5,4,2.83,3,2.67,2.83,2.83,2.83,2,2.5,2,3,1.5,3,2.2,3,2.75,4,2.67,2,3,2.92,3.75,1,4
100,59,2,2,1,2,100,2,2,2,0,5.35,4.4,5.33,5,7,4.29,4.5,4,2.67,1.67,3.67,3.67,2.17,5.17,2.33,3.25,3,2.67,1,3.75,2.8,3.5,3,4,1,3,2,3.33,4,1,5
100,39,2,1,3,1,20,3,3,2,1,5,4.8,2.67,6.2,5.5,5.86,5.75,6,3.17,4.33,2,2.33,2.17,2.5,4,2,2,2,2,3.5,1.8,2.5,2.5,3,2,2.5,2,2.78,4,1,3.33
103,25,2,1,5,2,80,3,1,2,0,6.29,5.8,5.67,6.8,6.75,6.43,6,7,4,4,4,2.08,1.83,2.33,3.67,2.5,1.5,2.67,2,2.75,1.8,2,1.75,1,1.67,1.75,3,3.28,4,2.5,3.33
104,22,2,4,3,1,100,3,1,2,1,6.94,7,7,6.8,7,6.71,6.5,7,2.5,3,2,2.58,1.83,3.33,3.33,3.5,4.5,3.67,5,4,2,4,3.25,2.5,3,3.5,1.67,1.83,2,1.5,2
105,25,1,4,6,3,100,3,2,2,0,6.47,6.6,6.33,6.8,6,6.86,6.75,7,2,1.67,2.33,2.08,2.17,2,4,3.75,2,4.67,1,4.5,4,5,2.75,5,3,3.5,3,2,3,1,2
108,30,2,1,2,3,100,4,1,3,0,5.94,5.2,6.33,6.2,6.25,6.57,6.25,7,3.67,3.67,3.67,1.42,1.17,1.67,5,3,1.5,4.33,1,3.5,1.4,2.5,1.5,2,2.33,1,3.67,3.67,5,3,3
111,24,2,1,3,3,80,3,2,2,0,4.94,5.4,5.33,5,4,5.57,5.75,5.33,3.83,4,3.67,2.92,2.67,3.17,3.33,2.25,2,3.67,3,3,2.4,3,2.25,3.5,2,2.25,4,2.28,3,1.5,2.33
112,50,2,1,4,1,90,1,1,2,0,7,7,7,7,7,5.57,6,5,3.83,3.33,4.33,2.67,2.17,3.17,4.67,4.75,3,3.33,5,2,2.2,4,3.75,5,1,1.75,2.33,2,3,1,2
113,26,1,1,2,0,120,2,3,2,1,3.71,3.6,3,4.8,3,4.71,4.5,5,3.17,3.33,3,2.92,2.67,3.17,3.67,2.5,4,3.67,4.5,3,2.8,3.5,2.75,5,2,3.75,4,2.14,2.5,1.25,2.67
114,45,2,1,3,3,100,3,1,2,1,5.88,5.8,6,5.8,6,5.86,6,5.67,3.83,3.67,4,2.17,1.83,2.5,4,3.25,3,3,3,3,2.6,3,2.75,1,2.67,1.75,3.67,3.11,4,3,2.33
115,27,2,2,1,2,150,2,2,2,0,5.88,5.2,7,5.8,6,5.43,6.5,4,3.83,3.67,4,2.33,1.83,2.83,5,4.25,1,5,1,3.25,3.4,4.5,2,2,3,3.5,3.67,1.92,1.75,1,3
117,21,2,1,2,1,80,2,1,2,0,5.18,4.6,5.33,5,6,5.57,5.25,6,2.67,3,2.33,2.42,2,2.83,3,2.75,2,4,5,4,2.8,3.5,3.25,4.5,3,1.75,3.67,3.17,4.25,1.25,4
118,61,2,2,1,2,100,2,3,2,0,5.41,4.4,6,5.4,6.25,4.57,4.5,4.67,4,4,4,2,2,2,3,3.75,3,2.33,2,2.75,2,3.5,3.75,5,2.33,2.75,3.67,1.67,2,1,2
119,20,2,4,3,0,30,1,2,2,1,5.59,5.4,4,6.4,6,6.43,6.25,6.67,3.17,3.33,3,2.25,1.33,3.17,4,3.5,3,3.67,2,3,2.2,4.5,4,2,2.33,2.25,1,2.44,4,1,2.33
120,43,2,1,5,1,42,1,1,2,0,4.76,4.6,4.67,4.8,5,4.86,4.75,5,4,4,4,2.25,2.17,2.33,3.67,2.5,1.5,3,3,3.75,2.2,1.5,1,1,1.33,1,3.67,3.31,4,2.25,3.67
120,42,2,2,3,3,100,3,1,2,1,3.06,3,3,3.2,3,3.14,3.25,3,3.33,3.67,3,2.75,3.17,2.33,3.67,2.5,2.5,2.33,2,4,2,2.5,2.5,3,2.67,2.25,3.33,3.67,4,3,4
123,24,2,1,3,1,10,2,2,2,1,6.18,5,5.67,7,7,6.57,6.25,7,2.67,3.67,1.67,2.42,2.5,2.33,5,3.25,2.5,3.33,4,5,2.8,3.5,2.75,5,2,1,5,4.5,4.5,5,4
124,42,1,1,3,2,100,3,3,2,1,5.76,5.6,6.67,5.4,5.75,6.29,6,6.67,3.17,3.33,3,3.17,3,3.33,3.33,2,2,2.33,3,3.75,2,2.5,2.25,4,2,2.5,3.33,3.11,4,2,3.33
125,40,2,1,8,2,98,2,1,2,0,6.24,5.8,6.33,6.8,6,6.43,6.75,6,3.17,3.33,3,1.92,2,1.83,4.33,2.5,2,2.33,2.5,2.5,1,3,1.75,4,1,1.5,4,2.56,3,1,3.67
127,34,2,1,4,3,100,3,1,2,1,4.12,3.2,3.67,4.6,5,4.43,4,5,3.83,3.67,4,3.17,3.5,2.83,3,3.5,2.5,3.33,2,2.5,2.4,3.5,3,3,2.67,2.75,3.33,2.92,2.75,2,4
129,41,2,1,5,2,23,3,3,2,0,5.24,5.6,5,5.6,4.5,5.43,5.75,5,3.83,3.67,4,2.92,2.5,3.33,3.67,3,2.5,4.33,5,2.5,2.4,3,3,5,2.33,3.25,4,2.72,2.5,1,4.67
132,24,1,1,2,0,60,3,2,2,0,6.41,6.2,6.33,7,6,7,7,7,3.33,3.67,3,3.17,3.33,3,3.67,2.5,3.5,3.67,3,3,2.2,2.5,2.5,4.5,3,1.75,3,1.89,2.5,1.5,1.67
133,20,2,1,2,2,500,2,1,1,1,5,5.6,5,4.8,4.5,5.57,5.75,5.33,3.67,4,3.33,2.17,2.5,1.83,4,1.25,2,2.33,1.5,4.25,1.6,2.5,2.25,1,2.67,1.25,3.33,3.28,4.25,3.25,2.33
134,39,1,1,7,1,70,1,3,2,0,6.06,6,6,6,6.25,6.29,6.5,6,3.67,3.33,4,2.25,1.67,2.83,3,2.75,2.5,2,2,2,1.6,2,2.25,4,2,2.5,3.67,2.33,3,1,3
136,37,2,1,2,1,100,2,2,2,0,6.71,6.4,7,6.8,6.75,5.43,5.25,5.67,4,4,4,1.42,1.33,1.5,4.33,1.75,1,2,3,2.5,1.2,1,2,3,1.67,1.5,3,3.83,5,2.5,4
137,50,2,2,6,1,30,1,1,2,1,2.76,2.8,2.67,2.6,3,2.71,2.75,2.67,3.83,4.33,3.33,1.83,2.17,1.5,3.33,2.5,1,2.33,1,4.5,1.4,1.5,1.5,2,1,1.25,4,3.89,5,2,4.67
139,28,1,1,5,2,200,2,3,2,1,6.47,6,6.67,7,6.25,5.71,6,5.33,2.67,2.33,3,3.08,2.33,3.83,2.33,4,3,4.67,3,4,4.2,3.5,3.25,5,4,3.75,3,2.44,2.5,2.5,2.33
142,24,2,3,4,3,80,3,2,2,0,5.94,6,6,5.8,6,6.29,6.25,6.33,3.67,3.33,4,2.67,2.33,3,3,3.5,2,1.67,3.5,2.25,1.2,3.5,3.75,4,2,2.25,3,1.83,2.5,1,2
142,23,2,1,2,1,30,3,2,2,1,5.65,5.4,6,5.4,6,6.57,6.75,6.33,4.5,4.33,4.67,1.67,2.33,1,5,2.25,2,2,3,4,2.8,3,1.5,1.5,2.33,2.25,3,3.5,4.25,2.25,4
143,40,2,1,7,0,50,3,2,2,1,5.88,5.4,6.33,6,6,4.71,4.5,5,3.67,4,3.33,1.92,1.33,2.5,4,3,1,2.67,5,3.5,2,3,2,1,3.33,2.25,3.67,3.03,4,1.75,3.33
144,25,2,1,3,3,100,3,2,2,0,5.12,6.6,3.33,5.6,4,6.71,6.75,6.67,2.33,1.67,3,4,4,4,2.67,2.75,3,5,2,4.5,1.8,4,3.75,5,2.33,3.5,2.33,2.5,2.5,1,4
144,21,2,1,3,0,80,0,1,1,1,5.88,5.8,6,6.4,5.25,4.86,4.75,5,3.17,4.33,2,3.17,3.67,2.67,4,3,2,2.33,5,4.5,2,2,3,2,1.67,1.75,4,2.89,4,1,3.67
146,37,2,5,3,2,140,2,2,2,0,5.88,6.6,5,6,5.5,6.14,5.5,7,2.33,2.33,2.33,3.33,2.67,4,4,2.25,3,2.67,3,3,2.8,3,2.75,4,1,1,3,3.17,4,1.5,4
147,21,2,1,3,2,100,2,1,2,1,4.29,4.4,4.67,4,4.25,3.29,3.25,3.33,2.5,3,2,3.42,3,3.83,3,3.25,4,3,3,4,2.4,3,3.25,4,4,2.25,4,1.75,2.25,1,2
149,50,1,1,6,3,97,3,1,1,0,4,4,4,4,4,5.57,5.25,6,4.17,4.67,3.67,2.83,2.33,3.33,3,3.75,2,2.33,3,2.25,1.4,1.5,1.25,1,1,1,2,2.89,3,2,3.67
150,31,2,1,3,2,80,2,2,2,0,6,6,6,6,6,6.71,6.5,7,3.5,3,4,2,1.67,2.33,4,4,3.5,4.67,5,4.25,3.8,4,3.5,4,2,2.75,3,2.17,2,1.5,3
151,20,2,1,2,0,100,2,2,2,1,6.35,6.8,6.33,6,6.25,6.57,6.75,6.33,3.17,3,3.33,1.58,1.33,1.83,4,3,2,3,3,4,2,3,2.75,2.5,2,1,4,3.44,5,2,3.33
152,30,2,3,3,2,110,2,2,1,0,6.53,6.2,7,6.2,7,4.86,4,6,3.17,3.33,3,3.25,2.83,3.67,5,4.25,2,4.33,1.5,4.75,2.8,4.5,4,3,1.67,3,4.33,2.61,3,2.5,2.33
158,58,2,1,2,1,100,1,1,2,1,6.06,6,6.33,5.2,7,5.86,6.25,5.33,3.67,4.33,3,1.67,1.67,1.67,5,1.5,1.5,1.67,1,2.75,1.4,1.5,2.75,1.5,2,1,4.67,3,4,1,4
159,33,1,4,1,2,45,2,2,2,0,6.41,6.2,6,7,6.25,6.29,5.75,7,2.5,2,3,2.5,1.5,3.5,4,3.25,4,4,3,3.25,2.2,3.5,3.75,5,2.33,2.25,4,1.97,3.25,1,1.67
160,23,2,1,4,2,200,2,1,2,0,5.53,5.8,5,5.8,5.25,6.14,6,6.33,3,3,3,3.17,2.5,3.83,3,2.25,2,2.67,5,2.75,2.6,2.5,2.25,3.5,2.67,4,3.67,2.06,2.25,1.25,2.67
163,30,2,1,4,1,30,3,2,1,1,5.53,5.4,5.67,5.8,5.25,4.86,4.75,5,3.33,4,2.67,3,2.67,3.33,4.33,2.75,2.5,3,2,3,1.6,3,2.25,2,2,2.5,3,3.42,3.75,2.5,4
164,22,2,3,3,1,95,2,1,2,0,6.59,6,6.67,6.8,7,7,7,7,3.5,3.67,3.33,2.58,2.17,3,3.67,2.25,1.5,2,2,3.5,2.8,2.5,2,3,2.33,2.5,4,2.19,3.25,1,2.33
165,25,2,1,5,2,200,2,2,2,1,6.53,6.8,5.67,6.6,6.75,6.57,6.5,6.67,3,4,2,1.75,2.17,1.33,5,2.25,1,2,3.5,3.5,1.2,2,1.25,1,1.67,1.25,1,3.92,4,2.75,5
166,28,1,1,4,3,60,3,2,2,1,4.12,4.4,4.67,3.4,4.25,4.71,4,5.67,3.5,4,3,3.42,3.17,3.67,2.67,2.75,3,4.33,5,3.25,2.2,3,2.75,4,2,2,4,3.06,4,1.5,3.67
167,30,1,1,9,2,250,2,3,2,1,5,4.4,5.33,5.6,4.75,5.71,6,5.33,2.67,2.67,2.67,3.58,3,4.17,4,4,3.5,4.67,5,5,3.2,3,4,5,3.67,2,4,2.89,4,2,2.67
168,41,2,1,6,2,100,2,2,1,0,6.24,6.4,6,6.2,6.25,6.71,6.75,6.67,4.17,4,4.33,2.67,1.83,3.5,3.33,2.25,2,2.33,3,1.75,1.6,4,3.75,3,3,1.25,5,2.83,4.5,2,2
171,29,1,4,1,4,5,5,2,3,1,5.47,6,4.33,5.6,5.5,5.71,5.25,6.33,3.5,4,3,2.67,2.67,2.67,4,2.75,1.5,2.33,3.5,4.25,1,2.5,2,4,2.67,2,4,3.5,3.5,3,4
171,25,2,1,5,3,150,3,1,2,0,4.18,3.2,2.67,5.2,5.25,5,5,5,2.83,3,2.67,3.33,2.83,3.83,3,3.75,4,4.33,5,4.75,4.2,4,3.5,5,2.33,4.25,2.67,1.78,2,1,2.33
173,43,2,2,2,0,80,2,1,2,1,5.29,5.2,6,5.4,4.75,5.29,5,5.67,3.17,3.33,3,2.08,2,2.17,4,3.25,1.5,2.33,3,3.25,1.2,2.5,3.25,1,1.33,1.75,4,3.03,4.25,1.5,3.33
174,48,2,2,1,0,60,0,2,2,0,5.94,5.4,6.33,5.8,6.5,4.14,5.5,2.33,4.33,4.33,4.33,2.5,2.67,2.33,3.33,3.25,2,3.33,2,2.25,1.2,3,2.5,4,1,1,2.67,1.94,2.5,1,2.33
175,25,2,4,6,3,35,3,2,2,0,6.59,6,6.33,7,7,6.57,6.75,6.33,4,4,4,1.83,1.17,2.5,4.67,2.5,3,3.33,4,2.5,1.8,2,2.25,3,3,3.5,3.67,1.75,2.25,1,2
181,29,2,1,3,1,4,3,1,2,0,6,6,6,6,6,5.43,5,6,3.33,4,2.67,2.33,2.5,2.17,2.67,2,3,3,3.5,3.75,2.2,3,1.75,3,2.33,2,2.33,2.11,2,1,3.33
181,21,2,1,2,1,300,1,2,2,1,5.24,5.6,5,5.4,4.75,5.71,6,5.33,3,3.67,2.33,2.83,2.33,3.33,3.33,3.25,2.5,3.67,4,3,3.2,3.5,3,2,2,2.5,2,2.53,3,2.25,2.33
183,24,2,1,4,3,50,3,1,2,0,7,7,7,7,7,4.86,3.75,6.33,4,4,4,2,1.83,2.17,3.33,3,2,2.33,4,2.25,2,2,2,3,2,2.25,4,2.94,4,1.5,3.33
